user_id<|>enr_cate_id
正品/각티슈/티슈/크리넥스/미용/곽/사각/생활용품<|>16
[꿀딜] 바론 모링가 샴푸&트리트먼트<|>08
무료배송 BOSSWIZ K30 플런저 LED 게이밍 키보드<|>07
EMM-GA1 스니어 이메이크 Gholic LED 게이밍 마우스<|>07
노벨뷰 NSB1300 NSB1300/사운드바/스피커/컴퓨터스피커/PC/USB/노트북<|>07
특가 대형마우스패드/게임용장패드/손목보호/롱패드<|>07
킥스파오/에스오일 5w30 5w40/kixxpao엔진오일/합성유<|>21
[슈퍼마트] 크린랩 크린백<|>16
[슈퍼마트]트리오 피톤치드 주방세제<|>16
[슈퍼마트]맥심모카골드&화이트 150+20<|>15
모나리자 미용티슈  250매 x3입<|>16
재고보유/당일출고 LG 32MB25VQ 32인치/IPS모니터.<|>04
15년 여름이월상품 모음<|>10
느낌있는 아동 베이직 기본티/반팔티/청바지/면바지<|>10
티오피200ml x  30개입<|>15
하이그로시 홈테이블 18종/다과상/책상/교자상/밥상<|>12
로즈마인 퍼퓸 바디워시 로션 1000ml+1000ml<|>08
(현대Hmall)TV홈쇼핑히트 접이식 숀리엑스바이크(XBIKE)(전신유산소운동)(2가지색상)<|>09
국산 조립식 렌지대 밥솥장 주방선반 2 3 4단<|>16
스마트에코 100매 10+10팩 / 10+2팩 안전한 물티슈<|>10
옵티프리 익스프레스 355ml[6개] 옵티프리 익스프레스 355ml 6병/최신품/리플레니시<|>16
[꿀딜]키친아트 후라이팬 골라담아 1+1<|>16
덧신/페이크삭스/덧버선/발목/실리콘/남자/덧신양말<|>14
덧신/페이크삭스/덧버선/발목/실리콘/남자/덧신양말<|>14
덧신/페이크삭스/덧버선/발목/실리콘/남자/덧신양말<|>14
덧신/페이크삭스/덧버선/발목/실리콘/남자/덧신양말<|>14
덧신/페이크삭스/덧버선/발목/실리콘/남자/덧신양말<|>14
덧신/페이크삭스/덧버선/발목/실리콘/남자/덧신양말<|>14
덧신/페이크삭스/덧버선/발목/실리콘/남자/덧신양말<|>14
덧신/페이크삭스/덧버선/발목/실리콘/남자/덧신양말<|>14
생활필수품!비닐봉투 모음전<|>16
의성 내고향 흑마늘 진액 330원<|>15
G마켓특별가4900~롱원피스/반팔티셔츠/빅/기본티<|>14
국산 민소매 티셔츠/라운드/쿨론/반팔/나시/30수/20수<|>14
국산 민소매 티셔츠/라운드/쿨론/반팔/나시/30수/20수<|>14
더하우스오브말리 Smile Jamaica 1ct 그린 1버튼 컨트롤톡 통화기능 EM-JE041-RAC<|>03
G마켓특별가/여름신상 슬랙스와이드/밴딩/멜빵Gband2<|>14
빅토리아 탄산수/탄산음료 500ml x 20페트 4종선택<|>15
가짐 가짐 에어쿠션퍼프 에어퍼프 분첩 화장품용기 눈썹칼<|>08
뼈로가는칼슘두유/검은콩(32/48팩/20파우치)/베지밀<|>15
공장직판/어울림 DIY 신발장/수납장/서랍장<|>12
공장직판/어울림 DIY 신발장/수납장/서랍장<|>12
NEW옥시크린x2/오투액션/옥시크린 리퀴드/표백제<|>16
G단독특가 샤프란 2000mlX4팩/섬유유연제/한입세제<|>16
분유/이유식[플러스] 남양 아기사랑수 분유 X 3<|>10
[이쁠라]에코스속눈썹 인조속눈썹 공식판매처 전국총판직영 사은품 빵빵 속눈썹접착제<|>08
[여름신상] 첼로걸/슬랙스6900원~체크/밴딩팬츠/정장바지/와이드팬츠/배기/데님/점프수트/멜빵/바지/S~L<|>14
디프니 신상티셔츠 빅딜! 봄신상 전품목 특가! 블라우스 티셔츠 흔하지 않아 예뻐! 가장 좋은 구매찬스!<|>14
디프니 신상티셔츠 빅딜! 봄신상 전품목 특가! 블라우스 티셔츠 흔하지 않아 예뻐! 가장 좋은 구매찬스!<|>14
디프니 신상티셔츠 빅딜! 봄신상 전품목 특가! 블라우스 티셔츠 흔하지 않아 예뻐! 가장 좋은 구매찬스!<|>14
[중독나시]기능성&신축성 최고! 품질 보장! 나시/런닝/래쉬가드속옷/래쉬가드브라/캡나시/여성나시/끈나시<|>14
[중독나시]기능성&신축성 최고! 품질 보장! 나시/런닝/래쉬가드속옷/래쉬가드브라/캡나시/여성나시/끈나시<|>14
스위트바니 신상티할인! 옷잘입는 여자들의 데일리 티셔츠! 여름신상 티셔츠 롱티셔츠 셔츠<|>14
스위트바니 신상티할인! 옷잘입는 여자들의 데일리 티셔츠! 여름신상 티셔츠 롱티셔츠 셔츠<|>14
스위트바니 신상티할인! 옷잘입는 여자들의 데일리 티셔츠! 여름신상 티셔츠 롱티셔츠 셔츠<|>14
추억의 불량식품 모음전<|>15
지라프 LED조명형돋보기확대경루페 휴대용스탠드접이식대형뻬<|>16
맛있는 아이스크림맛 다이어트 쉐이크+쉐이크컵<|>15
(200개/1day) 프리미엄 베비오닉 기저귀 체험팩<|>10
[슈퍼마트]스파클 생수 2Lx12펫, 24펫<|>15
세인트스코트 블레어 토트백 (GRO445)<|>14
무료배송/샤오미 보조배터리 10000 5000 핸드폰충전기<|>22
멜리스/특가세일/여름내의/유아내의/아동내복/실내복<|>10
멜리스/특가세일/여름내의/유아내의/아동내복/실내복<|>10
멜리스/특가세일/여름내의/유아내의/아동내복/실내복<|>10
멜리스/특가세일/여름내의/유아내의/아동내복/실내복<|>10
멜리스/특가세일/여름내의/유아내의/아동내복/실내복<|>10
멜리스/특가세일/여름내의/유아내의/아동내복/실내복<|>10
[붐붐]귀욤파릇한여름신상 단독2900원~한정수량특가/유아복/아동복/상하복<|>10
[붐붐]귀욤파릇한여름신상 단독2900원~한정수량특가/유아복/아동복/상하복<|>10
[붐붐]귀욤파릇한여름신상 단독2900원~한정수량특가/유아복/아동복/상하복<|>10
[붐붐]귀욤파릇한여름신상 단독2900원~한정수량특가/유아복/아동복/상하복<|>10
[붐붐]귀욤파릇한여름신상 단독2900원~한정수량특가/유아복/아동복/상하복<|>10
[붐붐]귀욤파릇한여름신상 단독2900원~한정수량특가/유아복/아동복/상하복<|>10
더블에스 샤이니 빵빵고데기 시즌2/뽕고데기/매직기<|>05
[좋아도 너무좋아]가정 사무실 병원 어린이집등에서 편안한 고급실내화/거실화/실내슬리퍼/욕실화/덧신<|>12
이블랑 국내생산 순면/극세사 소파패드,쿠션,방석,쇼파패드<|>12
이블랑 국내생산 순면/극세사 소파패드,쿠션,방석,쇼파패드<|>12
[MichelKlein]미쉘클랑 항균발가락양말10족 세트 피부접촉면 면100%특허/무좀/여름/남자/여자/남성/여성<|>14
킬/힐/뮬/샌들/슬리퍼/가보시/웨지/여름/여성/쥬얼리<|>14
낚시세상 대성 쿨러/코스모스12리터 16리터 24리터/아이스박스<|>09
배대감 12곡 미숫가루 1kg[3개] 12곡/33곡 옛날 미숫가루 3kg(15/33곡 국산)영양선식<|>15
애완 달팽이 집 사료 흙 매트 키우기 바닥재<|>16
봄 신상/커플운동화/신발/여성/남성/키높이/스니커즈<|>14
봄 신상/커플운동화/신발/여성/남성/키높이/스니커즈<|>14
마이크 PC용 핀마이크 인강 인터넷 스탠드 고감도c<|>02
봄 신상/커플운동화/신발/여성/남성/키높이/스니커즈<|>14
봄 남자 블루종 항공 자켓 스타디움 야구점퍼 레더<|>14
[꿀딜]시크릿지니 성인용품 152종 !!<|>05
씨게이트 Seagate 바라쿠다 ST2000DM001(2T,64M)2000GB/HDD 7200RPM S-ATA3 하드디스크/USB외장하드 장착가<|>07
오늘출발 유니콘 DS-5000DUAL(하드미포함) 도킹스테이션 USB3.0/최대 5G속도/2BAY/SATA SSD 지원/클론<|>07
NEXT-1402CHB 3.4A 릴타입 USB 고속 차량용충전기<|>22
사계절 실용적인 쿠라다 대쉬보드커버<|>16
내추럴 뷰티푸드/멀티팩/알파캡슐/그린컷/셀렌플러스<|>15
H라인스커트모음 미니스커트하이웨스트가죽레더<|>14
행운목1+1특가/개운죽/수경재배/수경식물/수생식물<|>12
미제캠핑물병8종/수도꼭지물병/식수통/캠핑용품/물통<|>09
한성 실곤약200gx8개<|>15
퍼펙션 수유패드 200매+4매증정/스펙트라/모유저장팩<|>10
G특가/야외놀이/선팩트/그린핑거썬모음<|>08
그린핑거 유아썬크림/야외놀이/선로션/썬스프레이<|>08
AHC 허브솔루션 대용량 모공 토너 500ml + 500ml + 화장솜 증정<|>08
화제의 상품, 휴족시간!<|>08
프로디지 CUBE BLACK EDITION 외장형 사운드카드<|>07
특가상품/마야 5.1 MK-II ZENI (5.1채널 사운드카드)<|>07
1000원부터 246종커튼봉모음/G마켓최저가/공장직판<|>12
티라이트100개/2시간3시간4.5/8시간/양초/향초/캔들초<|>16
자연웰/25곡 블랙 미숫가루X2봉+사탕수수당+쉐이크통<|>15
자연웰/25곡 블랙 미숫가루X2봉+사탕수수당+쉐이크통<|>15
골프화징 스파이크 30개 묶음 나사형/큐락형/트리락형<|>09
남양 프렌치카페 200MLx4<|>15
종이호일 25CMx20M 홈플러스좋은상품<|>16
대한제분 곰표중력분 1KG<|>15
스위티오파인애플 바 Dole<|>15
6 홈플러스좋은상품 샘물 2Lx6 CP<|>15
동서식품 둥굴레차 100T 120G <|>15
(행사상품)마리 중  해동고등어 노르웨이산 <|>15
(행사상품)마리 대  생물삼치<|>15
초특가OK마트 케이블, 젠더 모음전[모델선택] 무료배송 젠더모음 HDMI젠더/DVI젠더/변환젠더/RGB<|>02
여름 신상카고바지면바지/남자/작업복/남성/빅사이즈<|>14
겨땀을 이기는 겨땀방패 데오크로스 땀패드 10매<|>08
전문가용바퀴벌레약 페스트세븐킬겔 맥스포스셀렉트겔<|>16
에프킬라 최저가/페스트세븐킬/모기약/파리약/모기향<|>16
[완전특가][달담]반건조 고구마 말랭이 60g*10봉지/쫄깃하고 달콤한 맛!<|>15
[무료배송] 농심 백산수 2L x 12병 / 생수/삼다수<|>15
평창애 각종김치15종 소량 1kg~2kg<|>15
평창애 각종김치15종 소량 1kg~2kg<|>15
진주햄 방과후 핫도그[50g,20개] 방과후 핫도그1kg/20개/맛있는핫도그<|>15
스위스밀리터리 알카라인 건전지 모음전 AA/AAA/C/D/6/9/12V/리튬셀<|>02
자연미담 작두콩차&우엉차&환<|>15
곰팡이&결로방지 간편 단열벽지<|>12
곰팡이&결로방지 간편 단열벽지<|>12
[꿀딜]리큐 2.1Lx6개+600ml+4천원쿠폰!<|>16
[슈퍼마트]자일리톨오리지날리필112g<|>15
[슈퍼마트]리스테린 그린티<|>16
질레트 퓨전 매뉴얼 8입날x2<|>16
오랄비 어드밴티지 컴플리트 칫솔<|>16
질레트 프로글라이드 플렉스볼外<|>16
뉴트리웰 인도어 5kg/강아지사료/애견사료/개사료<|>16
2015년 햇 아몬드 1Kg 캐슈넛 800g 피스타치오 견과류<|>15
(정품)암웨이글리스터치약10개/2016.3.7~2019.3.7일<|>16
일회용고무장갑/크린스킨/김장용품/요리장갑/1통100매<|>16
스마트에코 100매 10+10팩 / 10+2팩 안전한 물티슈<|>10
[달리샵]여름신상 티셔츠/박스티/반팔티/니트/후드티/맨투맨/원피스/무지티/루즈핏/<|>14
[꿀딜]★청담라이프 과일식초<|>15
[슈퍼마트]코알라 분유 2단계 900g*3캔<|>10
[올곧은 물티슈]엄청난 후기를 보세요!<|>10
[엘빈즈] 클래식 이유식♥<|>10
메델라 유두보호기2p<|>10
겨땀을 이기는 겨땀방패 데오크로스 땀패드 10매<|>08
＃마루스 안단테 유모차＃휴대용유모차＃16년형 출시 컵홀더 포함<|>10
슈피겐 핸드폰/스마트폰/차량용거치대 스텔스<|>22
[에스쁘아]아이섀도우 시퀸<|>08
커피빈 콜롬비아 미니 90T/원두커피/카누/커피<|>15
[꿀딜]오가닉맘 이유식 특★가/반찬<|>10
바두기 업그레이드 논슬립 매직행거<|>16
보이런던 225~300 남자샌들 여성샌들 남자슬리퍼 커플 여름<|>14
1년무상A/S HEAD정품 충전식 전기면도기 면도기 방수면도기 코털제거기 콧털제거기 휴대용 선물 부모님선물<|>05
[아이셀텍] 보청기배터리 10번(60알)-노란색/무료배송/전국최저/믿을만한 국산배터리/보청기건전지<|>05
[uclear]유클리어 커맨더/블루투스4.1/블루투스이어폰/차량용거치대/블루투스헤드셋/무선충전/무선이어폰/통화음악/핸즈프리/유클리어커맨더/블루투스 이어폰/블루투스 헤드셋/차량용블루투스/차량용 블루투스<|>03
베베맘마 물티슈 10+10 런칭전★<|>10
폴리와치/폴리워치/poly watch/플라스틱시계 스크래치 기스 제거/스와치 플라스틱시계에 사용 가능<|>14
애완/문구/취미[핵딜][플러스] A4 복사용지 2,500매<|>18
방향/탈취/살균[플러스] 페브리즈 탈취제 리필 2L<|>16
소사뜰 2015 아침뜰애[20kg]  소사뜰  햅쌀 아침뜰애 20kg<|>15
아이가 좋아하는 콩지역활놀이<|>10
1위/상품평인증~재구매율높아요~3XL신상레깅스<|>14
깨끗한나라 순수 천연펄프 화장지 3겹 30롤 2팩 /휴지<|>16
1위/상품평인증~재구매율높아요~3XL신상레깅스<|>14
1위/상품평인증~재구매율높아요~3XL신상레깅스<|>14
대량구매 삼성정품 EVO PLUS 64GB  삼성 마이크로 SD<|>02
20000원 무료배송/고탄력 에어로빅스타킹/에어로빅타이즈/복대/에어로빅복/에어로빅<|>09
20000원 무료배송/고탄력 에어로빅스타킹/에어로빅타이즈/복대/에어로빅복/에어로빅<|>09
뽁뽁이/포장용에어캡50cmx50M(2롤)/에어캡봉투<|>18
[1만원 추가할인][공식 정품 판매처] 책상의자 사무용의자 컴퓨터의자 중역의자 학생의자 pc방의자<|>12
[1만원 추가할인][공식 정품 판매처] 책상의자 사무용의자 컴퓨터의자 중역의자 학생의자 pc방의자<|>12
STEELIE/자바라거치대/스마트폰거치대/차량용거치대/휴대폰거치대/아이폰/갤럭시/자석거치대/핸드폰거치대/침대용/스틸리/태블릿거치대/아이패드거치대/테블릿<|>22
(정품) 나이키 아디다스 7부 반바지 모음 팬츠 칠부<|>09
[슈퍼마트]상하목장 우유 200ml*24팩<|>15
[보솜이](보너스12매) 프리미엄 천연코튼 3팩 / 밴드형 기저귀<|>10
[나비잠]기저귀3팩구성/코지/슈퍼드라이/울트라씬밴드형/팬티형<|>10
친환경세제 호호에미 아기세제 유아세제 유아용품 아기용품 유아섬유유연제 아기사랑세탁기세제 젖병세정제<|>10
스펙트라/더블하트 PESU(PPSU)젖병+젖꼭지 2+2/스펙트라젖병/더블하트젖병/아벤트 유피스젖병<|>10
[도서]한끝 초등국어 5-1 (2016년) : 5~6년군 국어 1<|>93
[도서]오투 초등과학 5-1 (2016년) : 5~6학년군 과학 1<|>93
[도서]우등생 해법 사회 5-1 (2016년)<|>93
1+1 무료배송/방수네임스티커/이름스티커<|>18
1+1 무료배송/방수네임스티커/이름스티커<|>18
1+1 무료배송/방수네임스티커/이름스티커<|>18
1+1 무료배송/방수네임스티커/이름스티커<|>18
1+1 무료배송/방수네임스티커/이름스티커<|>18
1+1 무료배송/방수네임스티커/이름스티커<|>18
1+1 무료배송/방수네임스티커/이름스티커<|>18
1+1 무료배송/방수네임스티커/이름스티커<|>18
LP-12 레이저포인터 레드빔 초소형/초미니 AAAx1개<|>07
3개세트+무료배송/자동차에어컨필터/항균/향균/활성탄<|>21
2015년 햅쌀 임금님표 이천쌀 추청 10kg/당일도정<|>15
휴대용 공기 산소 기포발생기/수족관 어항 낚시용품<|>09
5050 LED 3구모듈/간판/조명/매장/LED모듈/방수<|>12
5050 LED 3구모듈/간판/조명/매장/LED모듈/방수<|>12
5050 LED 3구모듈/간판/조명/매장/LED모듈/방수<|>12
팝폰 1.5A 5핀 스마트폰 휴대폰 핸드폰 고속 충전기<|>22
푹신한 소파베드 시리즈<|>12
일화 초정탄산수 1박스 500ml 1.5L 250ml/탄산수<|>15
일화 초정탄산수 1박스 500ml 1.5L 250ml/탄산수<|>15
이케아 마리우스 스툴 /다용도 의자<|>12
LUXIS 원형 이동식 2단 회전행거 최대300벌 옷걸이<|>12
2구/3구/6구/10구 시계보관함/가죽 시계케이스/쥬얼리보관함/시계함/고급가죽케이스<|>14
[이케아/IKEA정품 RIGGA Clothes rack]RIGGA 행거/옷걸이/옷커버/이동형행거/수납장/빨래건조대<|>12
베루스 갤럭시노트4 케이스 담다슬라이드/SM-N910/SM-N916/GALAXYNOTE4S/핸드폰케이스/카드수납가능<|>22
[1만원 추가할인]무료반품 [가구점 납품] 정품매트포함 통판형침대/서랍별매/프레임/더블/퀸<|>12
[더블에이] 복사용지 기획전<|>18
2016 7부-봄신상 주니어 트레이닝복 기능성바지<|>10
듀벨 F-15 리필필터(알뜰형)[3개] 듀벨 F15 간편연수기 녹물제거 리필필터 SET (알뜰형)<|>05
2016 7부-봄신상 주니어 트레이닝복 기능성바지<|>10
세진 녹물제거 전용 필터[1개] 세진아쿠아 기능성필터 비데필터 녹물제거 불순물제거<|>05
메이플트리 캐나다 쏘팔메토 90캡슐_3개월분_전립선건강+아연<|>15
분도쌀10kg 5분도쌀/7분도쌀/쌀눈쌀/현미 밥선생<|>15
베스트조명 LED A60 8W 두영 LED전구 8W / 10W 초특가 판매/LED조명/LED램프<|>12
[슈가딜]남성 고급 정장벨트<|>14
쌈지 캐쥬얼/정장 벨트 5900원부터<|>14
수납이 한번에! 동전사이드포켓<|>21
밀당 트렁크정리함<|>21
퍼즐 차량용 멀티&충전 소켓 모음전<|>22
강원 클라우드 세미플로트라인 100m/0.6호~5호/원줄<|>09
(하루특가)자연의품격 유기농 양배추즙 30포X2박스<|>15
그린푸드 국내산 닭가슴살SL 10kg<|>15
(특가)노리개 공갈젖꼭지/치발기/맘앤쥬/더블하트<|>10
주야겸용-체인지  M5 블랙 전자찌/완벽한 방수<|>09
해동 스텐 주걱 630 HT-1068과 스프링 로프 (검정)<|>09
온열안대 눈피로해결<|>05
무료박스포장 풀무원 500mlX20펫/2.0LX12펫/생수/물<|>15
메디안 치석케어 치약 120g 6개 + 치약 50g 증정<|>16
A급미국산 블루베리3kg/A칠레산 냉동블루베리3kg/망고<|>15
밀꼬치떡(대) 3.75kg /밀떡볶이 쌀떡볶이 치즈떡<|>15
1+1 우유바디샤워/바디로션 대용량 1000ml/해피바스<|>08
블랙푸드20곡 미숫가루1kgX3개/검은콩 검은깨/식혜<|>15
하나사면 하나 더 준다고 전해라~ 봄  네일 1+1<|>08
하나사면 하나 더 준다고 전해라~ 봄  네일 1+1<|>08
엘지 홈스타 락스와세제 750ml 4개/욕실용/곰팡이제거<|>16
HACCP인증 영광글로리 생포기김치10kg<|>15
아이시스8.0 2.0L 12펫<|>15
2016 뉴 버그스파크 ABS-100B/모기퇴치기/캠핑용품<|>09
형광로프 탄성로프 캠핑로프 스트링 스트랩 캠핑용품<|>09
방충망보수테이프대형롤타입(3m)/모기퇴치/모기장<|>16
[스위트바니]취향저격 데일리룩!여름신상티셔츠 반팔/무지/기본/브이넥/라운드/롱티/레이실켓<|>14
[스위트바니]취향저격 데일리룩!여름신상티셔츠 반팔/무지/기본/브이넥/라운드/롱티/레이실켓<|>14
